transaction_id,date,amount,signed_amount,type,account_id,merchant,category,transaction_flag
TXN0323,28-03-2024,5711,-5711,DEBIT,ACC527,Flipkart,Income,Normal
TXN0324,18-02-2024,76135,76135,CREDIT,ACC351,Apple,Food,High Value
TXN0325,04-02-2024,97151,-97151,DEBIT,ACC175,Zara,Income,High Value
TXN0326,28-03-2024,23239,-23239,DEBIT,ACC949,Nike,Electronics,Normal
TXN0327,05-01-2024,4837,-4837,DEBIT,ACC582,Uber,Travel,Normal
TXN0328,27-03-2024,20229,-20229,DEBIT,ACC540,Nike,Food,Normal
TXN0329,05-03-2024,16013,16013,CREDIT,ACC644,Amazon,Travel,Normal
TXN0330,06-01-2024,45997,45997,CREDIT,ACC284,Walmart,Shopping,Normal
TXN0331,14-03-2024,88816,88816,CREDIT,ACC103,Apple,Food,High Value
TXN0332,12-02-2024,54055,-54055,DEBIT,ACC593,Uber,Income,High Value
TXN0333,27-02-2024,87602,87602,CREDIT,ACC629,Bonus,Income,High Value
TXN0334,24-02-2024,39758,-39758,DEBIT,ACC701,Zara,Shopping,Normal
TXN0335,15-03-2024,16782,-16782,DEBIT,ACC532,Salary,Electronics,Normal
TXN0336,10-03-2024,21320,21320,CREDIT,ACC605,Salary,Food,Normal
TXN0337,22-02-2024,13250,13250,CREDIT,ACC816,Swiggy,Food,Normal
TXN0338,17-03-2024,18832,18832,CREDIT,ACC462,Flipkart,Travel,Normal
TXN0339,25-01-2024,7488,-7488,DEBIT,ACC404,Uber,Food,Normal
TXN0340,02-03-2024,78989,78989,CREDIT,ACC705,Flipkart,Travel,High Value
TXN0341,06-02-2024,59351,-59351,DEBIT,ACC583,Nike,Income,High Value
TXN0342,24-01-2024,3109,-3109,DEBIT,ACC807,Salary,Income,Normal
TXN0343,13-02-2024,48209,48209,CREDIT,ACC692,Swiggy,Shopping,Normal
TXN0344,10-03-2024,35019,-35019,DEBIT,ACC909,Apple,Shopping,Normal
TXN0345,17-01-2024,15609,15609,CREDIT,ACC822,Uber,Food,Normal
TXN0346,08-02-2024,6758,6758,CREDIT,ACC110,Uber,Electronics,Normal
TXN0347,09-03-2024,87538,-87538,DEBIT,ACC257,Uber,Food,High Value
TXN0348,05-02-2024,18970,18970,CREDIT,ACC903,Apple,Shopping,Normal
TXN0349,04-01-2024,17500,17500,CREDIT,ACC578,Zara,Food,Normal
TXN0350,19-02-2024,391,391,CREDIT,ACC260,Salary,Travel,Normal
TXN0351,25-02-2024,82772,-82772,DEBIT,ACC695,Walmart,Shopping,High Value
TXN0352,27-01-2024,29217,29217,CREDIT,ACC237,Nike,Shopping,Normal
TXN0353,15-03-2024,7213,7213,CREDIT,ACC964,Salary,Travel,Normal
TXN0354,22-03-2024,78470,-78470,DEBIT,ACC217,Uber,Income,High Value
TXN0355,25-01-2024,77307,-77307,DEBIT,ACC153,Nike,Travel,High Value
TXN0356,18-01-2024,41668,41668,CREDIT,ACC465,Walmart,Shopping,Normal
TXN0357,02-03-2024,48472,48472,CREDIT,ACC771,Salary,Travel,Normal
TXN0358,11-03-2024,86801,86801,CREDIT,ACC246,Amazon,Food,High Value
TXN0359,13-01-2024,4707,-4707,DEBIT,ACC571,Walmart,Income,Normal
TXN0360,12-03-2024,46878,-46878,DEBIT,ACC999,Apple,Food,Normal
TXN0361,29-01-2024,43875,-43875,DEBIT,ACC521,Zara,Electronics,Normal
TXN0362,27-01-2024,11970,-11970,DEBIT,ACC486,Uber,Travel,Normal
TXN0363,27-02-2024,55068,55068,CREDIT,ACC187,Nike,Travel,High Value
TXN0364,21-01-2024,82749,82749,CREDIT,ACC689,Salary,Food,High Value
TXN0365,17-01-2024,99501,99501,CREDIT,ACC872,Uber,Travel,High Value
TXN0366,26-01-2024,662,-662,DEBIT,ACC195,Bonus,Travel,Normal
TXN0367,26-03-2024,38783,-38783,DEBIT,ACC940,Apple,Food,Normal
TXN0368,31-03-2024,65036,-65036,DEBIT,ACC152,Apple,Travel,High Value
TXN0369,23-03-2024,66083,66083,CREDIT,ACC555,Flipkart,Shopping,High Value
TXN0370,13-03-2024,10826,-10826,DEBIT,ACC207,Amazon,Income,Normal
TXN0371,05-01-2024,69515,69515,CREDIT,ACC631,Amazon,Food,High Value
TXN0372,03-02-2024,32503,32503,CREDIT,ACC731,Swiggy,Income,Normal
TXN0373,11-03-2024,95998,95998,CREDIT,ACC437,Bonus,Travel,High Value
TXN0374,11-03-2024,7314,7314,CREDIT,ACC411,Swiggy,Travel,Normal
TXN0375,17-03-2024,29374,-29374,DEBIT,ACC199,Salary,Food,Normal
TXN0376,12-03-2024,9429,-9429,DEBIT,ACC200,Walmart,Food,Normal
TXN0377,15-02-2024,94341,94341,CREDIT,ACC776,Amazon,Travel,High Value
TXN0378,14-03-2024,54249,54249,CREDIT,ACC847,Salary,Food,High Value
TXN0379,04-02-2024,33047,-33047,DEBIT,ACC449,Nike,Travel,Normal
TXN0380,25-02-2024,2451,-2451,DEBIT,ACC688,Bonus,Travel,Normal
TXN0381,04-01-2024,48442,48442,CREDIT,ACC938,Flipkart,Travel,Normal
TXN0382,17-02-2024,6340,6340,CREDIT,ACC724,Salary,Shopping,Normal
TXN0383,11-01-2024,92049,92049,CREDIT,ACC152,Flipkart,Food,High Value
TXN0384,12-02-2024,63815,63815,CREDIT,ACC108,Salary,Shopping,High Value
TXN0385,30-01-2024,75985,75985,CREDIT,ACC301,Uber,Electronics,High Value
TXN0386,24-03-2024,81181,81181,CREDIT,ACC145,Swiggy,Electronics,High Value
TXN0387,18-02-2024,90910,-90910,DEBIT,ACC447,Amazon,Income,High Value
TXN0388,12-01-2024,75137,-75137,DEBIT,ACC460,Apple,Travel,High Value
TXN0389,07-02-2024,83970,-83970,DEBIT,ACC279,Swiggy,Travel,High Value
TXN0390,13-01-2024,33995,33995,CREDIT,ACC284,Uber,Income,Normal
TXN0391,27-01-2024,57913,-57913,DEBIT,ACC268,Nike,Travel,High Value
TXN0392,27-02-2024,78494,-78494,DEBIT,ACC151,Salary,Food,High Value
TXN0393,27-01-2024,31730,31730,CREDIT,ACC851,Walmart,Income,Normal
TXN0394,22-02-2024,30812,-30812,DEBIT,ACC354,Nike,Income,Normal
TXN0395,16-01-2024,63743,63743,CREDIT,ACC628,Walmart,Electronics,High Value
TXN0396,18-03-2024,62328,62328,CREDIT,ACC600,Amazon,Shopping,High Value
TXN0397,13-01-2024,52465,52465,CREDIT,ACC152,Nike,Food,High Value
TXN0398,09-02-2024,9648,-9648,DEBIT,ACC772,Salary,Income,Normal
TXN0399,15-02-2024,79881,79881,CREDIT,ACC847,Swiggy,Income,High Value
TXN0400,20-02-2024,72393,-72393,DEBIT,ACC469,Nike,Shopping,High Value
TXN0401,05-03-2024,94819,94819,CREDIT,ACC298,Amazon,Food,High Value
TXN0402,03-03-2024,90714,90714,CREDIT,ACC152,Zara,Food,High Value
TXN0403,21-01-2024,72080,72080,CREDIT,ACC251,Bonus,Food,High Value
TXN0404,08-02-2024,47826,-47826,DEBIT,ACC773,Uber,Income,Normal
TXN0405,26-01-2024,5554,-5554,DEBIT,ACC508,Salary,Shopping,Normal
TXN0406,15-02-2024,28915,-28915,DEBIT,ACC219,Salary,Income,Normal
TXN0407,20-01-2024,33975,-33975,DEBIT,ACC100,Nike,Electronics,Normal
TXN0408,27-03-2024,20803,-20803,DEBIT,ACC809,Swiggy,Travel,Normal
TXN0409,05-02-2024,58269,58269,CREDIT,ACC241,Apple,Income,High Value
TXN0410,01-02-2024,77750,77750,CREDIT,ACC218,Apple,Food,High Value
TXN0411,26-03-2024,16219,16219,CREDIT,ACC723,Uber,Electronics,Normal
TXN0412,06-01-2024,50162,50162,CREDIT,ACC275,Salary,Travel,High Value
TXN0413,27-03-2024,95191,95191,CREDIT,ACC151,Amazon,Income,High Value
TXN0414,23-03-2024,15211,15211,CREDIT,ACC710,Flipkart,Electronics,Normal
TXN0415,19-02-2024,67553,-67553,DEBIT,ACC760,Zara,Food,High Value
TXN0416,03-01-2024,82446,-82446,DEBIT,ACC467,Salary,Income,High Value
TXN0417,21-02-2024,73678,73678,CREDIT,ACC927,Apple,Electronics,High Value
TXN0418,06-01-2024,3005,3005,CREDIT,ACC830,Bonus,Shopping,Normal
TXN0419,05-01-2024,28521,-28521,DEBIT,ACC759,Swiggy,Income,Normal
TXN0420,24-03-2024,33863,-33863,DEBIT,ACC952,Bonus,Travel,Normal
TXN0421,04-01-2024,84373,-84373,DEBIT,ACC428,Uber,Shopping,High Value
TXN0422,05-03-2024,89134,89134,CREDIT,ACC294,Zara,Food,High Value
TXN0423,20-03-2024,24928,24928,CREDIT,ACC148,Salary,Shopping,Normal
TXN0424,15-01-2024,84100,84100,CREDIT,ACC991,Bonus,Income,High Value
TXN0425,08-02-2024,5582,5582,CREDIT,ACC839,Amazon,Electronics,Normal
TXN0426,17-03-2024,52307,52307,CREDIT,ACC129,Uber,Shopping,High Value
TXN0427,14-01-2024,48217,48217,CREDIT,ACC214,Uber,Income,Normal
TXN0428,25-03-2024,3435,-3435,DEBIT,ACC393,Flipkart,Food,Normal
TXN0429,12-01-2024,50652,50652,CREDIT,ACC567,Amazon,Income,High Value
TXN0430,06-01-2024,32328,32328,CREDIT,ACC488,Amazon,Income,Normal
TXN0431,02-01-2024,73327,73327,CREDIT,ACC810,Salary,Electronics,High Value
TXN0432,09-03-2024,46723,46723,CREDIT,ACC996,Flipkart,Travel,Normal
TXN0433,22-02-2024,57591,57591,CREDIT,ACC171,Apple,Travel,High Value
TXN0434,26-02-2024,92974,92974,CREDIT,ACC546,Swiggy,Shopping,High Value
TXN0435,03-02-2024,2549,-2549,DEBIT,ACC586,Bonus,Shopping,Normal
TXN0436,26-01-2024,57534,57534,CREDIT,ACC928,Swiggy,Electronics,High Value
TXN0437,08-03-2024,53307,-53307,DEBIT,ACC951,Flipkart,Income,High Value
TXN0438,23-03-2024,5731,-5731,DEBIT,ACC684,Apple,Income,Normal
TXN0439,12-01-2024,73704,73704,CREDIT,ACC773,Amazon,Shopping,High Value
TXN0440,31-03-2024,38552,-38552,DEBIT,ACC323,Walmart,Income,Normal
TXN0441,05-01-2024,79837,-79837,DEBIT,ACC226,Apple,Electronics,High Value
TXN0442,05-03-2024,92919,92919,CREDIT,ACC502,Zara,Travel,High Value
TXN0443,10-03-2024,97531,97531,CREDIT,ACC173,Walmart,Electronics,High Value
TXN0444,17-01-2024,56630,56630,CREDIT,ACC420,Salary,Travel,High Value
TXN0445,30-01-2024,27012,-27012,DEBIT,ACC544,Nike,Travel,Normal
TXN0446,02-03-2024,3724,-3724,DEBIT,ACC996,Apple,Travel,Normal
TXN0447,08-02-2024,31099,-31099,DEBIT,ACC665,Walmart,Shopping,Normal
TXN0448,16-02-2024,55880,55880,CREDIT,ACC925,Uber,Travel,High Value
TXN0449,20-02-2024,35056,35056,CREDIT,ACC633,Amazon,Electronics,Normal
TXN0450,22-02-2024,43940,-43940,DEBIT,ACC136,Swiggy,Income,Normal
TXN0451,30-01-2024,12835,12835,CREDIT,ACC501,Flipkart,Income,Normal
TXN0452,28-02-2024,5605,5605,CREDIT,ACC656,Swiggy,Electronics,Normal
TXN0453,07-03-2024,40516,40516,CREDIT,ACC884,Swiggy,Electronics,Normal
TXN0454,04-02-2024,53155,53155,CREDIT,ACC207,Zara,Travel,High Value
TXN0455,19-01-2024,58098,58098,CREDIT,ACC779,Swiggy,Shopping,High Value
TXN0456,20-01-2024,55400,-55400,DEBIT,ACC894,Walmart,Food,High Value
TXN0457,30-03-2024,53220,-53220,DEBIT,ACC750,Swiggy,Shopping,High Value
TXN0458,18-03-2024,61456,-61456,DEBIT,ACC539,Flipkart,Travel,High Value
TXN0459,04-01-2024,25286,25286,CREDIT,ACC337,Flipkart,Income,Normal
TXN0460,01-02-2024,38395,-38395,DEBIT,ACC371,Flipkart,Electronics,Normal
TXN0461,27-02-2024,34680,34680,CREDIT,ACC508,Uber,Travel,Normal
TXN0462,12-03-2024,50324,50324,CREDIT,ACC276,Swiggy,Travel,High Value
TXN0463,23-03-2024,22112,22112,CREDIT,ACC488,Bonus,Food,Normal
TXN0464,06-03-2024,16364,-16364,DEBIT,ACC972,Zara,Electronics,Normal
TXN0465,07-02-2024,85534,-85534,DEBIT,ACC957,Apple,Electronics,High Value
TXN0466,29-02-2024,31991,-31991,DEBIT,ACC835,Uber,Electronics,Normal
TXN0467,02-01-2024,41672,41672,CREDIT,ACC300,Walmart,Food,Normal
TXN0468,14-02-2024,18767,-18767,DEBIT,ACC759,Walmart,Electronics,Normal
TXN0469,16-01-2024,50130,-50130,DEBIT,ACC727,Swiggy,Travel,High Value
TXN0470,01-03-2024,4689,-4689,DEBIT,ACC772,Salary,Food,Normal
TXN0471,09-03-2024,28247,28247,CREDIT,ACC151,Swiggy,Shopping,Normal
TXN0472,18-03-2024,69020,69020,CREDIT,ACC317,Swiggy,Food,High Value
TXN0473,13-03-2024,12979,-12979,DEBIT,ACC389,Bonus,Shopping,Normal
TXN0474,16-02-2024,40506,40506,CREDIT,ACC919,Amazon,Shopping,Normal
TXN0475,06-03-2024,77798,77798,CREDIT,ACC687,Apple,Electronics,High Value
TXN0476,14-01-2024,53761,-53761,DEBIT,ACC405,Uber,Electronics,High Value
TXN0477,24-03-2024,80312,80312,CREDIT,ACC789,Flipkart,Travel,High Value
TXN0478,01-03-2024,37995,37995,CREDIT,ACC653,Zara,Travel,Normal
TXN0479,15-01-2024,33275,33275,CREDIT,ACC624,Bonus,Income,Normal
TXN0480,19-01-2024,44471,-44471,DEBIT,ACC794,Nike,Income,Normal
TXN0481,29-02-2024,48899,-48899,DEBIT,ACC966,Uber,Electronics,Normal
TXN0482,09-01-2024,18462,18462,CREDIT,ACC766,Flipkart,Travel,Normal
TXN0483,09-03-2024,36105,-36105,DEBIT,ACC522,Uber,Electronics,Normal
TXN0484,10-01-2024,2769,2769,CREDIT,ACC693,Zara,Electronics,Normal
TXN0485,03-01-2024,47675,-47675,DEBIT,ACC381,Salary,Income,Normal
TXN0486,09-03-2024,88253,-88253,DEBIT,ACC600,Apple,Electronics,High Value
TXN0487,09-01-2024,54590,-54590,DEBIT,ACC883,Amazon,Electronics,High Value
TXN0488,28-01-2024,17222,17222,CREDIT,ACC104,Uber,Income,Normal
TXN0489,29-01-2024,93444,-93444,DEBIT,ACC623,Flipkart,Shopping,High Value
TXN0490,10-03-2024,74773,74773,CREDIT,ACC112,Amazon,Food,High Value
TXN0491,18-01-2024,34206,34206,CREDIT,ACC346,Amazon,Electronics,Normal
TXN0492,31-01-2024,96467,-96467,DEBIT,ACC596,Uber,Food,High Value
TXN0493,17-03-2024,30053,-30053,DEBIT,ACC662,Flipkart,Electronics,Normal
TXN0494,02-02-2024,65579,-65579,DEBIT,ACC656,Apple,Income,High Value
TXN0495,15-03-2024,31524,31524,CREDIT,ACC177,Nike,Travel,Normal
TXN0496,23-03-2024,7205,7205,CREDIT,ACC493,Walmart,Food,Normal
TXN0497,29-02-2024,82557,82557,CREDIT,ACC410,Bonus,Shopping,High Value
TXN0498,19-02-2024,31650,31650,CREDIT,ACC686,Salary,Income,Normal
TXN0499,26-03-2024,58924,58924,CREDIT,ACC260,Uber,Income,High Value
TXN0500,05-01-2024,58330,-58330,DEBIT,ACC916,Swiggy,Shopping,High Value
TXN0501,16-02-2024,92964,92964,CREDIT,ACC132,Walmart,Shopping,High Value
TXN0502,24-03-2024,7052,7052,CREDIT,ACC448,Swiggy,Food,Normal
TXN0503,22-01-2024,32822,32822,CREDIT,ACC182,Swiggy,Shopping,Normal
TXN0504,26-01-2024,66081,-66081,DEBIT,ACC636,Uber,Travel,High Value
TXN0505,19-01-2024,45643,-45643,DEBIT,ACC747,Nike,Travel,Normal
TXN0506,12-01-2024,57152,57152,CREDIT,ACC252,Salary,Shopping,High Value
TXN0507,14-01-2024,31454,31454,CREDIT,ACC976,Nike,Electronics,Normal
TXN0508,13-01-2024,4879,4879,CREDIT,ACC521,Uber,Shopping,Normal
TXN0509,13-03-2024,8461,8461,CREDIT,ACC603,Salary,Shopping,Normal
TXN0510,02-02-2024,34532,34532,CREDIT,ACC721,Walmart,Electronics,Normal
TXN0511,07-03-2024,60537,-60537,DEBIT,ACC189,Bonus,Shopping,High Value
TXN0512,31-01-2024,25426,-25426,DEBIT,ACC462,Zara,Travel,Normal
TXN0513,18-03-2024,39906,-39906,DEBIT,ACC680,Swiggy,Income,Normal
TXN0514,26-01-2024,86241,-86241,DEBIT,ACC176,Zara,Shopping,High Value
TXN0515,03-03-2024,77953,-77953,DEBIT,ACC752,Amazon,Income,High Value
TXN0516,19-03-2024,74693,-74693,DEBIT,ACC758,Flipkart,Electronics,High Value
TXN0517,21-01-2024,38878,-38878,DEBIT,ACC531,Uber,Income,Normal
TXN0518,04-02-2024,37313,-37313,DEBIT,ACC495,Bonus,Shopping,Normal
TXN0519,22-03-2024,40339,-40339,DEBIT,ACC598,Salary,Shopping,Normal
TXN0520,27-03-2024,30019,30019,CREDIT,ACC992,Nike,Electronics,Normal
TXN0521,27-01-2024,61704,61704,CREDIT,ACC521,Uber,Travel,High Value
TXN0522,01-01-2024,58042,58042,CREDIT,ACC191,Flipkart,Food,High Value
TXN0523,09-03-2024,76606,76606,CREDIT,ACC388,Zara,Electronics,High Value
TXN0524,16-02-2024,91227,91227,CREDIT,ACC128,Flipkart,Shopping,High Value
TXN0525,29-03-2024,14401,14401,CREDIT,ACC973,Salary,Income,Normal
TXN0526,24-01-2024,31776,31776,CREDIT,ACC587,Uber,Food,Normal
TXN0527,10-02-2024,23818,-23818,DEBIT,ACC540,Zara,Food,Normal
TXN0528,21-01-2024,58973,-58973,DEBIT,ACC482,Bonus,Food,High Value
TXN0529,24-02-2024,9308,-9308,DEBIT,ACC165,Amazon,Income,Normal
TXN0530,17-03-2024,50887,-50887,DEBIT,ACC717,Swiggy,Electronics,High Value
TXN0531,26-01-2024,60001,-60001,DEBIT,ACC236,Bonus,Travel,High Value
TXN0532,08-02-2024,11730,-11730,DEBIT,ACC785,Bonus,Shopping,Normal
TXN0533,25-01-2024,78873,-78873,DEBIT,ACC721,Apple,Food,High Value
TXN0534,03-01-2024,33031,33031,CREDIT,ACC888,Apple,Electronics,Normal
TXN0535,22-02-2024,74881,74881,CREDIT,ACC497,Nike,Electronics,High Value
TXN0536,31-03-2024,3107,3107,CREDIT,ACC911,Swiggy,Food,Normal
TXN0537,08-02-2024,72777,72777,CREDIT,ACC921,Swiggy,Income,High Value
TXN0538,20-03-2024,98488,-98488,DEBIT,ACC864,Bonus,Food,High Value
TXN0539,27-02-2024,98593,98593,CREDIT,ACC486,Salary,Shopping,High Value
TXN0540,31-03-2024,74816,74816,CREDIT,ACC177,Walmart,Travel,High Value
TXN0541,27-02-2024,59540,-59540,DEBIT,ACC414,Salary,Income,High Value
TXN0542,20-03-2024,91375,-91375,DEBIT,ACC646,Swiggy,Income,High Value
TXN0543,18-03-2024,16167,16167,CREDIT,ACC760,Amazon,Electronics,Normal
TXN0544,07-02-2024,71761,-71761,DEBIT,ACC148,Apple,Electronics,High Value
TXN0545,14-02-2024,67621,67621,CREDIT,ACC513,Apple,Income,High Value
TXN0546,05-01-2024,88337,-88337,DEBIT,ACC793,Swiggy,Income,High Value
TXN0547,06-02-2024,94687,-94687,DEBIT,ACC273,Zara,Electronics,High Value
TXN0548,20-02-2024,38513,38513,CREDIT,ACC674,Uber,Shopping,Normal
TXN0549,31-03-2024,92928,-92928,DEBIT,ACC234,Zara,Electronics,High Value
TXN0550,18-01-2024,97566,97566,CREDIT,ACC770,Flipkart,Shopping,High Value
TXN0551,13-03-2024,30407,-30407,DEBIT,ACC468,Zara,Travel,Normal
TXN0552,14-03-2024,43215,-43215,DEBIT,ACC383,Amazon,Shopping,Normal
TXN0553,14-02-2024,41865,41865,CREDIT,ACC491,Flipkart,Travel,Normal
TXN0554,15-01-2024,52369,52369,CREDIT,ACC920,Zara,Food,High Value
TXN0555,11-02-2024,55092,55092,CREDIT,ACC138,Walmart,Electronics,High Value
TXN0556,03-03-2024,75679,-75679,DEBIT,ACC896,Bonus,Electronics,High Value
TXN0557,14-02-2024,12520,-12520,DEBIT,ACC674,Walmart,Income,Normal
TXN0558,01-02-2024,20380,20380,CREDIT,ACC476,Flipkart,Food,Normal
TXN0559,11-02-2024,60218,-60218,DEBIT,ACC829,Bonus,Food,High Value
TXN0560,06-01-2024,71677,71677,CREDIT,ACC938,Amazon,Shopping,High Value
TXN0561,14-02-2024,2465,2465,CREDIT,ACC255,Amazon,Shopping,Normal
TXN0562,20-02-2024,90846,-90846,DEBIT,ACC239,Nike,Electronics,High Value
TXN0563,13-02-2024,75667,-75667,DEBIT,ACC518,Walmart,Electronics,High Value
TXN0564,08-02-2024,8508,-8508,DEBIT,ACC322,Uber,Income,Normal
TXN0565,15-03-2024,51907,51907,CREDIT,ACC930,Salary,Income,High Value
TXN0566,08-02-2024,31607,-31607,DEBIT,ACC110,Apple,Electronics,Normal
TXN0567,28-01-2024,7017,-7017,DEBIT,ACC566,Apple,Food,Normal
TXN0568,15-01-2024,98829,98829,CREDIT,ACC939,Uber,Food,High Value
TXN0569,09-02-2024,63484,63484,CREDIT,ACC132,Uber,Travel,High Value
TXN0570,08-02-2024,13620,13620,CREDIT,ACC593,Uber,Food,Normal
TXN0571,21-03-2024,21065,-21065,DEBIT,ACC589,Flipkart,Electronics,Normal
TXN0572,26-01-2024,55041,55041,CREDIT,ACC143,Zara,Travel,High Value
TXN0573,06-01-2024,53147,-53147,DEBIT,ACC305,Amazon,Electronics,High Value
TXN0574,24-01-2024,14622,-14622,DEBIT,ACC175,Swiggy,Travel,Normal
TXN0575,08-02-2024,96680,-96680,DEBIT,ACC902,Swiggy,Food,High Value
TXN0576,17-01-2024,91725,-91725,DEBIT,ACC424,Nike,Income,High Value
TXN0577,03-02-2024,51177,51177,CREDIT,ACC859,Swiggy,Income,High Value
TXN0578,19-01-2024,28174,-28174,DEBIT,ACC697,Apple,Travel,Normal
TXN0579,18-02-2024,54680,-54680,DEBIT,ACC305,Uber,Food,High Value
TXN0580,01-02-2024,95347,95347,CREDIT,ACC843,Swiggy,Income,High Value
TXN0581,28-02-2024,1269,-1269,DEBIT,ACC400,Salary,Shopping,Normal
TXN0582,03-01-2024,37664,37664,CREDIT,ACC334,Apple,Food,Normal
TXN0583,10-02-2024,25561,25561,CREDIT,ACC135,Amazon,Food,Normal
TXN0584,12-01-2024,16407,16407,CREDIT,ACC388,Walmart,Travel,Normal
TXN0585,13-03-2024,85316,85316,CREDIT,ACC561,Walmart,Food,High Value
TXN0586,21-02-2024,93372,93372,CREDIT,ACC338,Zara,Travel,High Value
TXN0587,01-03-2024,58563,-58563,DEBIT,ACC897,Zara,Travel,High Value
TXN0588,04-01-2024,53124,-53124,DEBIT,ACC683,Uber,Travel,High Value
TXN0589,07-03-2024,79844,-79844,DEBIT,ACC554,Flipkart,Income,High Value
TXN0590,04-02-2024,79911,-79911,DEBIT,ACC211,Walmart,Income,High Value
TXN0591,18-02-2024,47469,-47469,DEBIT,ACC970,Flipkart,Travel,Normal
TXN0592,22-02-2024,36444,-36444,DEBIT,ACC316,Swiggy,Travel,Normal
TXN0593,05-03-2024,25749,-25749,DEBIT,ACC364,Flipkart,Travel,Normal
TXN0594,17-02-2024,44677,-44677,DEBIT,ACC162,Apple,Food,Normal
TXN0595,13-01-2024,21496,-21496,DEBIT,ACC314,Nike,Electronics,Normal
TXN0596,22-03-2024,36969,-36969,DEBIT,ACC232,Amazon,Income,Normal
TXN0597,15-02-2024,10910,-10910,DEBIT,ACC348,Flipkart,Food,Normal
TXN0598,05-02-2024,25858,25858,CREDIT,ACC282,Salary,Income,Normal
TXN0599,19-02-2024,78002,78002,CREDIT,ACC784,Walmart,Income,High Value
TXN0600,11-03-2024,61071,-61071,DEBIT,ACC518,Flipkart,Travel,High Value
TXN0601,19-03-2024,86358,86358,CREDIT,ACC899,Flipkart,Shopping,High Value
TXN0602,01-02-2024,70569,70569,CREDIT,ACC574,Apple,Income,High Value
TXN0603,08-03-2024,66046,66046,CREDIT,ACC797,Swiggy,Electronics,High Value
TXN0604,17-03-2024,53938,-53938,DEBIT,ACC767,Uber,Electronics,High Value
TXN0605,09-02-2024,71957,-71957,DEBIT,ACC514,Uber,Income,High Value
TXN0606,15-01-2024,20539,-20539,DEBIT,ACC706,Amazon,Income,Normal
TXN0607,23-03-2024,7529,7529,CREDIT,ACC544,Uber,Food,Normal
TXN0608,28-02-2024,25732,-25732,DEBIT,ACC737,Walmart,Travel,Normal
TXN0609,29-02-2024,49131,49131,CREDIT,ACC803,Walmart,Food,Normal
TXN0610,07-01-2024,98489,98489,CREDIT,ACC939,Flipkart,Electronics,High Value
TXN0611,13-03-2024,9996,9996,CREDIT,ACC525,Flipkart,Electronics,Normal
TXN0612,14-02-2024,3394,-3394,DEBIT,ACC322,Apple,Shopping,Normal
TXN0613,21-02-2024,14957,14957,CREDIT,ACC816,Uber,Electronics,Normal
TXN0614,10-03-2024,86420,86420,CREDIT,ACC785,Salary,Income,High Value
TXN0615,06-02-2024,5123,-5123,DEBIT,ACC492,Bonus,Travel,Normal
TXN0616,13-03-2024,69000,69000,CREDIT,ACC548,Salary,Shopping,High Value
TXN0617,08-02-2024,20509,20509,CREDIT,ACC645,Walmart,Travel,Normal
TXN0618,08-02-2024,45909,-45909,DEBIT,ACC331,Uber,Travel,Normal
TXN0619,20-03-2024,95429,-95429,DEBIT,ACC120,Salary,Food,High Value
TXN0620,09-01-2024,69228,69228,CREDIT,ACC675,Swiggy,Income,High Value
TXN0621,03-02-2024,6648,-6648,DEBIT,ACC496,Salary,Shopping,Normal
TXN0622,12-01-2024,84061,84061,CREDIT,ACC746,Flipkart,Food,High Value
TXN0623,25-01-2024,36383,-36383,DEBIT,ACC308,Swiggy,Electronics,Normal
TXN0624,16-02-2024,5866,5866,CREDIT,ACC145,Nike,Food,Normal
TXN0625,24-02-2024,17226,17226,CREDIT,ACC348,Amazon,Income,Normal
TXN0626,19-01-2024,22481,-22481,DEBIT,ACC183,Swiggy,Income,Normal
TXN0627,02-03-2024,55306,55306,CREDIT,ACC297,Zara,Electronics,High Value
TXN0628,26-02-2024,76470,-76470,DEBIT,ACC336,Salary,Shopping,High Value
TXN0629,03-03-2024,16243,-16243,DEBIT,ACC994,Uber,Shopping,Normal
TXN0630,10-01-2024,68812,68812,CREDIT,ACC349,Zara,Electronics,High Value
TXN0631,27-03-2024,9919,-9919,DEBIT,ACC758,Apple,Shopping,Normal
TXN0632,20-02-2024,3958,3958,CREDIT,ACC737,Apple,Food,Normal
TXN0633,20-03-2024,12302,-12302,DEBIT,ACC935,Salary,Food,Normal
TXN0634,20-01-2024,95650,95650,CREDIT,ACC379,Nike,Food,High Value
TXN0635,03-03-2024,31867,-31867,DEBIT,ACC890,Nike,Travel,Normal
TXN0636,23-01-2024,71910,71910,CREDIT,ACC380,Flipkart,Food,High Value
TXN0637,09-03-2024,41202,-41202,DEBIT,ACC229,Uber,Travel,Normal
TXN0638,22-03-2024,70089,-70089,DEBIT,ACC548,Amazon,Income,High Value
TXN0639,10-02-2024,3470,3470,CREDIT,ACC236,Nike,Travel,Normal
TXN0640,08-02-2024,84522,84522,CREDIT,ACC756,Apple,Electronics,High Value
TXN0641,20-01-2024,35636,-35636,DEBIT,ACC433,Amazon,Electronics,Normal
TXN0642,02-02-2024,48691,-48691,DEBIT,ACC645,Amazon,Electronics,Normal
TXN0643,28-01-2024,24127,24127,CREDIT,ACC922,Flipkart,Travel,Normal
TXN0644,14-02-2024,71357,-71357,DEBIT,ACC535,Uber,Electronics,High Value
TXN0645,13-01-2024,49931,49931,CREDIT,ACC480,Nike,Shopping,Normal
